title,kind,release_date,source,source_url,summary,poster_url,updated_at
Monstrum,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/44780/monstrum,"The world is full of monsters, myths, and legends and Monstrum isn't afraid to take a closer look. The show, hosted by Emily Zarka, Ph.D., takes us on a journey to discover a new monster in each new episode. Monstrum looks at humans unique drive to create and shape monster mythology through oral storytelling, literature, and film and digs deep into the history of those mythologies.",https://static.tvmaze.com/uploads/images/medium_portrait/217/544998.jpg,2026-06-20T06:44:23+00:00
Deadline: White House,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/29563/deadline-white-house,"Hosted by Nicolle Wallace, this program provides in-depth reporting and dynamic discussions on the political stories driving the news cycle. Nicolle Wallace brings viewers the latest political developments of the day, in addition to interviews with leading newsmakers and influential politicians. Drawing on her years of experience as communications chief for President George W. Bush and senior advisor for the McCain-Palin campaign, Wallace provides political insight and clarity on where key decision-makers stand on complex issues.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549621.jpg,2026-06-20T06:44:23+00:00
The Record with Greta Van Susteren,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76914/the-record-with-greta-van-susteren,"Award-winning journalist Greta Van Susteren digs into the top stories of the day with the focus on why they matter to the American people. Greta speaks with the top newsmakers on both sides of the aisle, creating a conversation and dialogue that is imperative for the nation's well-being.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297255.jpg,2026-06-20T06:44:23+00:00
Kudlow,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76772/kudlow,Host Larry Kudlow leads roundtable discussions on the policies impacting the domestic and global economies and interviews with business influencers across the world.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536230.jpg,2026-06-20T06:44:23+00:00
Security Now,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/77052/security-now,"Steve Gibson, the man who coined the term spyware and created the first anti-spyware program, creator of SpinRite and ShieldsUP, discusses the hot topics in security today with Leo Laporte.",,2026-06-20T06:44:23+00:00
Ed Henry the Big Take,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/90279/ed-henry-the-big-take,Ed Henry offers his common-sense take on the news.,,2026-06-20T06:44:23+00:00
The Evening Edit,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76775/the-evening-edit,Host Elizabeth MacDonald interviews industry experts to get the inside scoop on the day's leading headlines as they relate to your wallet.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536232.jpg,2026-06-20T06:44:23+00:00
Naked News,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/32095/naked-news,"Naked News , billing itself as ""the program with nothing to hide"", is a subscription website featuring a real television newscast. The show is prepared in Toronto and runs daily, with 25-minute episodes 6 days per week. The female anchors read the news fully nude or strip as they present their news segments. Naked News TV is its offshoot pay-per-view or subscription service. Naked News also aired briefly as a late night television series on Citytv Toronto.",https://static.tvmaze.com/uploads/images/medium_portrait/594/1485305.jpg,2026-06-20T06:44:23+00:00
Pardon the Interruption,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/11968/pardon-the-interruption,"Pardon the Interruption is a sports television show that airs weekdays on various ESPN TV channels, TSN, ESPN America, XM, and Sirius satellite radio services, and as a downloadable podcast.",https://static.tvmaze.com/uploads/images/medium_portrait/75/189360.jpg,2026-06-20T06:44:23+00:00
The Beat with Ari Melber,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/30675/the-beat-with-ari-melber,"The Beat with Ari Melber delivers the biggest political and news stories of the day, with interviews and original reporting from around the nation. An Emmy-winning journalist, attorney and former Senate staffer, Melber cuts through the spin and the noise to tell you what's really happening. Real news, every night.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549475.jpg,2026-06-20T06:44:23+00:00
Carl Higbie Frontline,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76966/carl-higbie-frontline,"Carl Higbie Frontline focuses on providing commonsense news analysis, exposing big government overreach and the media's shortfalls — all while always fighting for American values. Produced from Newsmax's Manhattan studios covering breaking news and exploring key issues such as personal liberty, security, and government transparency.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1303405.jpg,2026-06-20T06:44:23+00:00
The Hill,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76886/the-hill,"The Hill on NewsNation combines the power of two trusted news sources into one must-watch hour. The Hill, the nation's #1 political website, and NewsNation, America's fastest-growing cable news network, team up to define today's most-pressing issues, and question Washington's power brokers on what matters most to the people they serve and what matters most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1296745.jpg,2026-06-20T06:44:23+00:00
The Bottom Line,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76778/the-bottom-line,"Dagen McDowell and Sean Duffy take on the hotly debated issues in the business and political world, plus the kitchen table topics that matter most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536226.jpg,2026-06-20T06:44:23+00:00
America Says,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/46335/america-says,"America Says consists of two teams of four guessing the top answers to fill-in-the-blank survey questions ""covering every topic under the sun.""",https://static.tvmaze.com/uploads/images/medium_portrait/411/1027695.jpg,2026-06-20T06:44:23+00:00
CBS Evening News,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9660/cbs-evening-news,"The CBS Evening News , a daily evening broadcast featuring news reports, feature stories and interviews by CBS News correspondents and reporters covering events across world.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520143.jpg,2026-06-20T06:44:23+00:00
NBC Nightly News,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9539/nbc-nightly-news,"NBC Nightly News is the most-watched evening newscast in America, providing the very latest on the day's top stories and going beyond the headlines to add context and analysis to the most pressing issues of our time, both at home and abroad. We go to the heart of breaking news stories, introduce you to everyday people caught up in extraordinary events, offer in-depth reporting on health and medicine, cover international news as it unfolds and we profile those who inspire us to do better in our popular Making A Difference reports. The award-winning broadcast carries a legacy that spans more than six decades, beginning in 1948 - when NBC started broadcasting television's first-ever regularly scheduled network evening newscast.",https://static.tvmaze.com/uploads/images/medium_portrait/571/1428167.jpg,2026-06-20T06:44:23+00:00
ABC World News Tonight with David Muir,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9659/abc-world-news-tonight-with-david-muir,"With unparalleled resources, World News Tonight with David Muir provides the latest information and analysis of major events from around the country and the world.",https://static.tvmaze.com/uploads/images/medium_portrait/606/1515438.jpg,2026-06-20T06:44:23+00:00
The Weeknight,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/84267/the-weeknight,"One-on-one conversations with politicians and newsmakers, and the breaking issues of the day.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549474.jpg,2026-06-20T06:44:23+00:00
Rob Schmitt Tonight,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76960/rob-schmitt-tonight,"Rob Schmitt Tonight locks in all the late-breaking stories that matter to you, and delivers the up-to-the-minute news you need to hear before turning in.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298268.jpg,2026-06-20T06:44:23+00:00
Elizabeth Vargas Reports,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76989/elizabeth-vargas-reports,In-depth coverage of the biggest news stories of the day; NewsNation's home for exclusive and enterprise reporting; hosted live by Elizabeth Vargas.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297804.jpg,2026-06-20T06:44:23+00:00
ABC Prime with Linsey Davis,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76215/abc-prime-with-linsey-davis,"Providing prime-time context and analysis of the day's top stories, as well as in-depth reporting and storytelling from around the country and the globe.",https://static.tvmaze.com/uploads/images/medium_portrait/514/1286702.jpg,2026-06-20T06:44:23+00:00
WWE NXT,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/2266/wwe-nxt,"Each Wednesday at 8:00 p.m. ET, WWE Superstars and Divas of tomorrow face off on WWE NXT , a one-hour weekly show that features the brightest and best of WWE's rising stars. WWE NXT showcases the Superstars and Divas from WWE's Performance Center as well as appearances from WWE Superstars and Legends in an intimate setting. WWE NXT broadcasts from the state-of-the-art Full Sail LIVE venue on the Full Sail University in campus in Orlando, Florida.",https://static.tvmaze.com/uploads/images/medium_portrait/624/1560269.jpg,2026-06-20T06:44:23+00:00
Renovation Aloha,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/74089/renovation-aloha,"Married home renovators Tristyn and Kamohai Kalama will transform the most dilapidated properties on the island of Oʻahu into beautiful family homes in Renovation Aloha . The show will follow the couple, who were born and raised on the island, as they tackle substantial renos in one of the most expensive states in the country. Luckily, Tristyn and Kamohai can rely on a helping hand from their large family, which includes 87 first cousins, many of whom are in the construction industry.",https://static.tvmaze.com/uploads/images/medium_portrait/505/1262773.jpg,2026-06-20T06:44:23+00:00
America's Got Talent,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/289/americas-got-talent,"With the talent search open to acts of all ages, America's Got Talent has brought the variety format back to the forefront of American culture by showcasing performers from across the country. The series is a true celebration of the American spirit, featuring a colorful array of singers, dancers, comedians, contortionists, impressionists, jugglers, magicians, ventriloquists and hopeful stars, all vying for their chance to win America's hearts and the $1 million prize.",https://static.tvmaze.com/uploads/images/medium_portrait/625/1564299.jpg,2026-06-20T06:44:23+00:00
All In with Chris Hayes,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9311/all-in-with-chris-hayes,"On All In with Chris Hayes , Chris Hayes delivers impactful stories that don't always make the front page. Drawing from his background as a reporter, Hayes goes on the road to uncover the truth by knocking on doors, digging deeper and speaking with people representing all points of view.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549470.jpg,2026-06-20T06:44:23+00:00
Finnerty,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/80161/finnerty,"Finnerty will look to cut through the noise to bring unfiltered truth, sharp debates, and a focus on the most pressing issues facing America today while standing up for American values.",https://static.tvmaze.com/uploads/images/medium_portrait/539/1348455.jpg,2026-06-20T06:44:23+00:00
Homestead Rescue,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/18180/homestead-rescue,"In the last decade, two million Americans have attempted to leave behind civilization in favor of life off-the-grid – but most have failed. For the hundreds of families who decide to become homesteaders, the learning curve is a steep one. Now comes Homestead Rescue . Struggling homesteaders across the country are turning expert homesteader Marty Raney--along with his daughter Misty Raney, a farmer, and son Matt Raney, a hunter and fisherman--to teach them the necessary skills to survive the wilderness. The stakes are high, but the Raney family is determined to prepare these families for nature's worst and set them up for success. Each family faces the ultimate decision: will they tough out their first year or pack up and return to civilization?",https://static.tvmaze.com/uploads/images/medium_portrait/588/1472257.jpg,2026-06-20T06:44:23+00:00
Cuomo,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/64703/cuomo,"Chris Cuomo hosts CUOMO , a no-nonsense show featuring the day's most important news from all perspectives. CUOMO airs weeknights at 8 p.m./7C on NewsNation.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1297793.jpg,2026-06-20T06:44:23+00:00
Summer House,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/23583/summer-house,"When a group of beautiful and successful New Yorkers leaves the comforts of the Big Apple behind to party the summer away in their home away from home, nothing is off limits. Bravo's new series Summer House takes the beach town of Montauk, New York by storm, while following a group of nine friends who make the exclusive enclave their go-to party spot between Memorial Day and Labor Day — that is, when they're not hustling at their day jobs. You could say they work hard and party way harder.",https://static.tvmaze.com/uploads/images/medium_portrait/615/1538441.jpg,2026-06-20T06:44:23+00:00
Anderson Cooper 360°,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9070/anderson-cooper-360,"Anderson Cooper 360° (commonly shortened to either AC-360 or 360) is a television news show on CNN, hosted by the American journalist Anderson Cooper. The program covers a number of news stories of the day, usually through live or taped reports from the network's correspondents. The coverage can also include analysis from experts on the issues, commonly featured in or after the taped reports.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536131.jpg,2026-06-20T06:44:23+00:00
Chopped Castaways,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/91276/chopped-castaways,"Chopped Castaways strands 12 elite chefs on a remote island, where survival skills are just as critical as culinary talent. Battling the elements across two grueling cooking rounds each week, competitors must build a working kitchen from basic supplies, earn their signature Chopped ingredient baskets through intense physical challenges, and cook entirely over open fire. Culinary heavyweights Gabe Bertaccini, Maneet Chauhan and Marcus Samuelsson serve as judges throughout the arced competition, offering guidance while deciding who advances—and who is chopped. The season begins as a team competition before dissolving into an individual battle, raising the stakes as the chefs fight to outlast their rivals and claim the $100,000 grand prize. Only the most resilient, strategic, and adaptive chef will survive island life and the pressure of the competition.",https://static.tvmaze.com/uploads/images/medium_portrait/622/1555890.jpg,2026-06-20T06:44:23+00:00
People Magazine Investigates: Surviving a Serial Killer,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76320/people-magazine-investigates-surviving-a-serial-killer,People Magazine Investigates: Surviving a Serial Killer takes back the narrative of their lives by sharing disturbing yet empowering accounts of how they escaped the clutches of a serial killer.,https://static.tvmaze.com/uploads/images/medium_portrait/532/1331167.jpg,2026-06-20T06:44:23+00:00
Lakefront Bargain Hunt: Renovation,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/26760/lakefront-bargain-hunt-renovation,Families search for the perfect lakeside fixer upper in Lakefront Bargain Hunt: Renovation . Each episode features couples as they tour several affordable homes with beautiful views of the water and select which property they're willing to overhaul to create the ideal lakeside abode.,https://static.tvmaze.com/uploads/images/medium_portrait/364/912364.jpg,2026-06-20T06:44:23+00:00
Neighborhood Wars,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/57200/neighborhood-wars,"With a record number of Americans trading city life for homes in the suburbs, relationships between neighbors are being put to the test. Neighborhood Wars takes viewers into the homes and backyards of neighbors across the country with some of the most unexpected and emotionally charged events caught on camera. Featuring footage from cell phones, drones, home security cameras and more, the series showcases the kindness and conflict between real-life neighbors throughout the US.",https://static.tvmaze.com/uploads/images/medium_portrait/567/1419065.jpg,2026-06-20T06:44:23+00:00
The Secret of Skinwalker Ranch,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/42713/the-secret-of-skinwalker-ranch,"Gaining full and unprecedented access to one of the most infamous and secretive hotspots of paranormal and UFO-related activities on earth, The Secret of Skinwalker Ranch will feature a team of scientists and experts who will conduct a thorough search of this infamous 512-acre property located in Utah's Uinta Basin. They will attempt to find out the truth behind more than 200 years of mysteries - involving everything from UFO sightings and paranormal activities to animal mutilations and Native American legends of a shape-shifting creature known simply as The Skinwalker .",https://static.tvmaze.com/uploads/images/medium_portrait/561/1403639.jpg,2026-06-20T06:44:23+00:00
Castle Impossible,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/83811/castle-impossible,"High school sweethearts and married couple, Daphne Reckert and Ian Figueira, will abandon their plans of living in a California tiny home when Daphne inherits her late grandfather's 500-year-old chateau on a 130-acre estate just outside of Paris, France. While the main floor of the sprawling property—which once welcomed guests like King Louis XIII— provides a steady income stream hosting weddings, the young couple will take on the incredibly daunting task of restoring the remaining dilapidated floors and buildings on the grounds, utilizing their carpentry, conservation and landscaping expertise, as well as their families' backgrounds in construction, design and renovation. With passion, determination and grit, Daphne and Ian will confront budget constraints, battle bug infestations, hunt for rumored hidden treasure and tackle a seemingly endless list of projects head-on to breathe new life into the historic estate and preserve her grandfather's legacy.",https://static.tvmaze.com/uploads/images/medium_portrait/566/1416131.jpg,2026-06-20T06:44:23+00:00
The Briefing with Jen Psaki,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/84271/the-briefing-with-jen-psaki,"Based in Washington, D.C., The Briefing with Jen Psaki will pull from Psaki's decades-long experiences on campaign buses, in the Oval Office, at the State Department, and in the briefing room to dissect the most important stories of the day. Every day the show will aim to help viewers better understand the happenings in Washington and around the country, how it impacts their communities, and what leaders are doing to stand up for the people they represent.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536152.jpg,2026-06-20T06:44:23+00:00
Baylen Out Loud,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/81240/baylen-out-loud,"Baylen Out Loud Baylen Dupree, a vibrant and resilient 22-year-old with Tourette Syndrome. Every day, Baylen faces a variety of extreme and uncontrollable vocal and motor tics while navigating the challenges of becoming an independent adult. Supported by her loving family in West Virginia, including her five siblings, devoted boyfriend, Colin, protective father, Allen, and strong and independent mother, Julie, Baylen learns to manage the complexities of Tourette and embrace life fully.",https://static.tvmaze.com/uploads/images/medium_portrait/602/1505678.jpg,2026-06-20T06:44:23+00:00
Greg Kelly Reports,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76962/greg-kelly-reports,"The hardest-hitting stories from coast to coast: We take you from the Beltway to the Rust Belt and beyond — never forgetting we're here to enlighten, expose, inform, and spotlight the stories that matter to you.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298269.jpg,2026-06-20T06:44:23+00:00
On Balance with Leland Vittert,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76990/on-balance-with-leland-vittert,The day's hottest subjects.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297791.jpg,2026-06-20T06:44:23+00:00
In the City,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/90456/in-the-city,"In the city that never sleeps, a group of New Yorkers navigates the biggest transitions of their lives — marriage, parenthood, reinvention, and the reality of growing up without growing apart. Can they have it all, or will they need to choose between the lives they've built and the futures they never saw coming?",https://static.tvmaze.com/uploads/images/medium_portrait/622/1557004.jpg,2026-06-20T06:44:23+00:00
Love Island,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/42289/love-island,"U.S. version of the British show Love Island where a group of singles come to stay in a villa for a few weeks and have to couple up with one another – those who fail to find a partner to couple up with risk being dumped from the island. Islanders are on the lookout for romance, but the road to love doesn't always run smoothly. Challenges abound with new Islander arrivals and dramatic twists as friendships and relationships form. In addition to choosing their partners wisely, Islanders must also win the hearts of viewers who have the opportunity to shape events on screen and ultimately crown one lucky couple the winner, who will then have the chance to walk away with both love and the cash prize.",https://static.tvmaze.com/uploads/images/medium_portrait/627/1568693.jpg,2026-06-20T06:44:23+00:00
Bodies in the Water,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/78222/bodies-in-the-water,"When a missing high school student is found shackled in chains off the shore of Cape May, investigators are baffled by what kind of monster could commit such a heinous murder. Their investigation leads them to uncover jealous boyfriends and turmoil within the victim's foster family that sends shockwaves throughout the tightknit community.",https://static.tvmaze.com/uploads/images/medium_portrait/526/1316623.jpg,2026-06-20T06:44:23+00:00
The Last Word with Lawrence O'Donnell,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/9312/the-last-word-with-lawrence-odonnell,"Drawing upon his experience as a former chief of staff on the Senate Finance Committee and as an Emmy-winning executive producer and writer of The West Wing, O'Donnell gives the last word and rewrites the most compelling stories of the day on The Last Word with Lawrence O'Donnell .",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549332.jpg,2026-06-20T06:44:23+00:00
Welcome to Plathville,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/45003/welcome-to-plathville,"The nine flaxen-haired children in the Plath family have never had a soda, don't know who Spiderman or Tom Brady is and have never watched TV, living remotely in rural Georgia with their ""follow their own rules"" parents Kim and Barry Plath.",https://static.tvmaze.com/uploads/images/medium_portrait/589/1473294.jpg,2026-06-20T06:44:23+00:00
Chris Plante: The Right Squad,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/76964/chris-plante-the-right-squad,"Chris Plante and his ""THE RIGHT SQUAD"" are the most interesting, informative and funny group of talking heads in the world! It's a big claim. But it's true!",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298281.jpg,2026-06-20T06:44:23+00:00
Katie Pavlich Tonight,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/90157/katie-pavlich-tonight,Katie Pavlich Tonight offers a conservative take on the day's events while welcoming all viewpoints. The goal: cutting through left-right bias in pursuit of plain facts and honest analysis.,https://static.tvmaze.com/uploads/images/medium_portrait/611/1529530.jpg,2026-06-20T06:44:23+00:00
The Secret of Skinwalker Ranch: Behind the Gates,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/85372/the-secret-of-skinwalker-ranch-behind-the-gates,"The Secret of Skinwalker Ranch: Behind the Gates offers a more in-depth look at the mysteries surrounding the ranch and the team's investigations, often featuring interviews with team members and experts.",https://static.tvmaze.com/uploads/images/medium_portrait/573/1434708.jpg,2026-06-20T06:44:23+00:00
Password,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/61603/password,"Password is a reboot of the 1960s game show in which two teams, composed of a celebrity player and a contestant, attempt to convey mystery words to each other using only single-word clues in order to win a cash prize.",https://static.tvmaze.com/uploads/images/medium_portrait/625/1564918.jpg,2026-06-20T06:44:23+00:00
Watch What Happens Live,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/2836/watch-what-happens-live,"Watch What Happens Live is an interactive series hosted by Bravo programming executive Andy Cohen, Bravo's Senior Vice President of Original Programming and Development, is best known to viewers as the host of the network's often explosive Watch What Happen s reunion specials. Watch What Happens originally debuted as a live online show on www.bravotv.com. Watch What Happens welcomes guests from some of the cable network's most popular series, as well as other entertainment stars, to chat about pop culture and celebrities in the news!",https://static.tvmaze.com/uploads/images/medium_portrait/593/1484372.jpg,2026-06-20T06:44:23+00:00
Squatters,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/85449/squatters,"Squatters are taking over homes across the country and Flash Shelton is the man who gets them out. With bold tactics and street smarts, Flash and his team face tense and sometimes dangerous situations to help families reclaim their property. Each episode reveals the emotional and high-stakes battles where the fight for justice can quickly escalate, putting everyone involved at risk. This is the struggle to take back what rightfully belongs to them.",https://static.tvmaze.com/uploads/images/medium_portrait/576/1440364.jpg,2026-06-20T06:44:23+00:00
The Proof Is Out There: Unexplained Edition,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/86276/the-proof-is-out-there-unexplained-edition,"In this special edition series of The Proof Is Out There, journalist Tony Harris explores some of the most astonishing phenomena ever captured on camera. From UFOs and cryptids to eerie encounters and unexplained forces, Tony and a team of experts analyze the evidence and deliver their verdict.",https://static.tvmaze.com/uploads/images/medium_portrait/580/1451774.jpg,2026-06-20T06:44:23+00:00
The Daily Show,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/66198/the-daily-show,"Hosted by a rotating cast of comedy greats, The Daily Show remains the go-to source for provocative satire, insightful interviews and an award-winning team of correspondents and contributors.",https://static.tvmaze.com/uploads/images/medium_portrait/567/1419577.jpg,2026-06-20T06:44:23+00:00
The 11th Hour with Ali Velshi,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/61605/the-11th-hour-with-ali-velshi,"Ali Velshi delivers sharp, data-driven analysis of the day's biggest stories.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549476.jpg,2026-06-20T06:44:23+00:00
Jesse Weber Live,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/90158/jesse-weber-live,"A fresh, fast-paced, and often unexpected take on the day's headlines, diving into the biggest stories through the lens of an expert in legal affairs.",https://static.tvmaze.com/uploads/images/medium_portrait/611/1529553.jpg,2026-06-20T06:44:23+00:00
SEC Now,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/8661/sec-now,"The flagship news and information program of the SEC Network -- ESPN's 24/7 multiplatform sports network devoted to the Southeastern Conference -- is SEC Now , broadcast weekdays from the network's studios in Charlotte, N.C. Hosted by Dari Nowkhah, the show includes a mix of sports coverage, in-depth features, insider access, and exclusive interviews with the movers and shakers of the conference's 14 teams.",https://static.tvmaze.com/uploads/images/medium_portrait/30/77094.jpg,2026-06-20T06:44:23+00:00
Jimmy Kimmel Live,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/1388/jimmy-kimmel-live,"Jimmy Kimmel Live features a diverse lineup of guests that include celebrities, athletes, musical acts, comedians and human-interest subjects, along with comedy bits and a house band.",https://static.tvmaze.com/uploads/images/medium_portrait/565/1413031.jpg,2026-06-20T06:44:23+00:00
The Tonight Show Starring Jimmy Fallon,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/718/the-tonight-show-starring-jimmy-fallon,"Emmy Award and Grammy Award winner Jimmy Fallon brought NBC's ""The Tonight Show"" back to its New York origins when he launched The Tonight Show Starring Jimmy Fallon from Rockefeller Center. Fallon puts his own stamp on the storied NBC late-night franchise with his unique comedic wit, on-point pop culture awareness, welcoming style and impeccable taste in music with the award-winning house band, The Roots.",https://static.tvmaze.com/uploads/images/medium_portrait/534/1335993.jpg,2026-06-20T06:44:23+00:00
The Story Is with Elex Michaelson,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/87855/the-story-is-with-elex-michaelson,"The Story Is will feature live nightly panels and debates on set featuring a range of voices including attorneys Gloria Allred and Areva Martin, conservative talk radio hosts Larry Elder and Jennifer Horn, progressive podcast host Brian Tyler Cohen, former California GOP chair Jessica Millan Patterson and journalists Peter Hamby from Puck and POLITICO's Melanie Mason.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536142.jpg,2026-06-20T06:44:24+00:00
Late Night with Seth Meyers,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/363/late-night-with-seth-meyers,"Seth Meyers, who is Saturday Night Live's longest serving anchor on the show's wildly popular ""Weekend Update,"" takes over as host of NBC's Late Night — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to The Tonight Show.",https://static.tvmaze.com/uploads/images/medium_portrait/506/1265488.jpg,2026-06-20T06:44:24+00:00
The Source with Kaitlan Collins,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/69831/the-source-with-kaitlan-collins,"The Source with Kaitlan Collins - Kaitlan Collins chases the facts, asks the tough questions, and connects with her sources in primetime.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536138.jpg,2026-06-20T06:44:23+00:00
CNN NewsNight with Abby Phillip,series,2026-06-16,TVMaze US,https://www.tvmaze.com/shows/71645/cnn-newsnight-with-abby-phillip,"In CNN NewsNight with Abby Phillip , she delivers a thoughtful, sharp approach to the day's biggest stories.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536140.jpg,2026-06-20T06:44:23+00:00
Way Too Early,series,2026-06-15,TVMaze US,https://www.tvmaze.com/shows/15308/way-too-early,The fast-paced program brings viewers everything they need to know to start their days--from news and politics to sports and pop culture.,https://static.tvmaze.com/uploads/images/medium_portrait/619/1549472.jpg,2026-06-20T06:44:22+00:00
FOX Weather First,series,2026-06-15,TVMaze US,https://www.tvmaze.com/shows/86122/fox-weather-first,Waking up at 5 am to the first live national forecast of the day; all the latest weather news and everything one needs to prepare for the day ahead.,,2026-06-20T06:44:22+00:00
FOX & Friends First,series,2026-06-15,TVMaze US,https://www.tvmaze.com/shows/9966/fox-friends-first,"Kicking off the day, FOX & Friends First delivers all the headlines viewers may have missed overnight, along with a preview of upcoming news events. Presented two hours before FOX & Friends, the first hour of the program is hosted by Todd Piro and Carley Shimkus",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536193.jpg,2026-06-20T06:44:22+00:00
Morning Joe,series,2026-06-15,TVMaze US,https://www.tvmaze.com/shows/15309/morning-joe,"On Morning Joe , the hosts Joe Scarborough, Mika Brzezinski, and Willie Geist engage in dynamic discussion about political news and issues important to all Americans. Morning Joe attracts a variety of guests, including top newsmakers, politicians and cultural influencers.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549478.jpg,2026-06-20T06:44:22+00:00
