title,kind,release_date,source,source_url,summary,poster_url,updated_at
Making Money with Charles Payne,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/10185/making-money-with-charles-payne,"Long-time Wall Street broker and analyst Charles Payne hosts his own daily program Making Money with Charles Payne that helps viewers spot emerging investment prospects. A panel of business and market specialists joins him to discuss the latest headlines, wrap up the day's activities in the markets, and focus on tomorrow's moneymakers. Payne says, ""There are money-making opportunities behind every headline."" His goal is to help viewers ""find their confidence in the markets and realize their long-term dreams and goals.""",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536224.jpg,2026-06-20T06:44:25+00:00
Beyond the Gates,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/75194/beyond-the-gates,"Beyond the Gates is set in a leafy Maryland suburb just outside of Washington D.C., and in one the most affluent African American counties in the United States. Here you'll find a posh gated community with winding tree-lined streets and luxurious mansions to call home. At the center of this community are the Duprees, a powerful and prestigious multi-generational family that is the very definition of Black royalty. But behind these pristine walls and lush, manicured gardens are juicy secrets and scandals waiting to be uncovered. And those that live outside these gates are watching closely. These are the places where our characters live, love, work and play. Those who have ""made it"" and those who haven't are all trying to navigate life … and some with more grace than others.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482540.jpg,2026-06-20T06:44:25+00:00
General Hospital,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/4189/general-hospital,"General Hospital , which celebrated its golden anniversary on April 1, 2013, continues its tradition of passion, intrigue and adventure that takes place in the fictional town of Port Charles in upstate New York. The glamour and excitement of those who have come to find their destinies in this familiar seaport town intertwine with the lives, loves and fortunes of beloved, well-known faces. As always, love, danger and mind blowing plot twists continue to abound on General Hospital with contemporary storylines and unforgettable characters.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1302689.jpg,2026-06-20T06:44:25+00:00
The Moment with Katy Tur,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/91901/the-moment-with-katy-tur,The Moment with Katy Tur is designed to move beyond the immediate headlines to provide deeper context and understanding of the political and national stories shaping the day.,https://static.tvmaze.com/uploads/images/medium_portrait/628/1571887.jpg,2026-06-20T06:44:25+00:00
NewsNation Live With Connell McShane,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/77650/newsnation-live-with-connell-mcshane,Connell McShane presents reports and analysis of the day's national and international newsworthy events.,https://static.tvmaze.com/uploads/images/medium_portrait/522/1306619.jpg,2026-06-20T06:44:25+00:00
The Claman Countdown,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76771/the-claman-countdown,The close of the trading day is covered.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536229.jpg,2026-06-20T06:44:25+00:00
Let's Make a Deal,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/16482/lets-make-a-deal,"Let's Make a Deal is an updated version of the classic television game show, hosted by Emmy Award-winner Wayne Brady, where audience members try to win cash and prizes by making wacky deals.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482528.jpg,2026-06-20T06:44:25+00:00
Deadline: White House,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/29563/deadline-white-house,"Hosted by Nicolle Wallace, this program provides in-depth reporting and dynamic discussions on the political stories driving the news cycle. Nicolle Wallace brings viewers the latest political developments of the day, in addition to interviews with leading newsmakers and influential politicians. Drawing on her years of experience as communications chief for President George W. Bush and senior advisor for the McCain-Palin campaign, Wallace provides political insight and clarity on where key decision-makers stand on complex issues.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549621.jpg,2026-06-20T06:44:25+00:00
The Record with Greta Van Susteren,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76914/the-record-with-greta-van-susteren,"Award-winning journalist Greta Van Susteren digs into the top stories of the day with the focus on why they matter to the American people. Greta speaks with the top newsmakers on both sides of the aisle, creating a conversation and dialogue that is imperative for the nation's well-being.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297255.jpg,2026-06-20T06:44:25+00:00
Kudlow,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76772/kudlow,Host Larry Kudlow leads roundtable discussions on the policies impacting the domestic and global economies and interviews with business influencers across the world.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536230.jpg,2026-06-20T06:44:25+00:00
Ed Henry the Big Take,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/90279/ed-henry-the-big-take,Ed Henry offers his common-sense take on the news.,,2026-06-20T06:44:25+00:00
The Evening Edit,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76775/the-evening-edit,Host Elizabeth MacDonald interviews industry experts to get the inside scoop on the day's leading headlines as they relate to your wallet.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536232.jpg,2026-06-20T06:44:25+00:00
The Beat with Ari Melber,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/30675/the-beat-with-ari-melber,"The Beat with Ari Melber delivers the biggest political and news stories of the day, with interviews and original reporting from around the nation. An Emmy-winning journalist, attorney and former Senate staffer, Melber cuts through the spin and the noise to tell you what's really happening. Real news, every night.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549475.jpg,2026-06-20T06:44:25+00:00
Carl Higbie Frontline,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76966/carl-higbie-frontline,"Carl Higbie Frontline focuses on providing commonsense news analysis, exposing big government overreach and the media's shortfalls — all while always fighting for American values. Produced from Newsmax's Manhattan studios covering breaking news and exploring key issues such as personal liberty, security, and government transparency.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1303405.jpg,2026-06-20T06:44:25+00:00
The Hill,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76886/the-hill,"The Hill on NewsNation combines the power of two trusted news sources into one must-watch hour. The Hill, the nation's #1 political website, and NewsNation, America's fastest-growing cable news network, team up to define today's most-pressing issues, and question Washington's power brokers on what matters most to the people they serve and what matters most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1296745.jpg,2026-06-20T06:44:25+00:00
The Bottom Line,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76778/the-bottom-line,"Dagen McDowell and Sean Duffy take on the hotly debated issues in the business and political world, plus the kitchen table topics that matter most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536226.jpg,2026-06-20T06:44:25+00:00
America Says,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/46335/america-says,"America Says consists of two teams of four guessing the top answers to fill-in-the-blank survey questions ""covering every topic under the sun.""",https://static.tvmaze.com/uploads/images/medium_portrait/411/1027695.jpg,2026-06-20T06:44:25+00:00
CBS Evening News,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9660/cbs-evening-news,"The CBS Evening News , a daily evening broadcast featuring news reports, feature stories and interviews by CBS News correspondents and reporters covering events across world.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520143.jpg,2026-06-20T06:44:25+00:00
NBC Nightly News,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9539/nbc-nightly-news,"NBC Nightly News is the most-watched evening newscast in America, providing the very latest on the day's top stories and going beyond the headlines to add context and analysis to the most pressing issues of our time, both at home and abroad. We go to the heart of breaking news stories, introduce you to everyday people caught up in extraordinary events, offer in-depth reporting on health and medicine, cover international news as it unfolds and we profile those who inspire us to do better in our popular Making A Difference reports. The award-winning broadcast carries a legacy that spans more than six decades, beginning in 1948 - when NBC started broadcasting television's first-ever regularly scheduled network evening newscast.",https://static.tvmaze.com/uploads/images/medium_portrait/571/1428167.jpg,2026-06-20T06:44:25+00:00
ABC World News Tonight with David Muir,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9659/abc-world-news-tonight-with-david-muir,"With unparalleled resources, World News Tonight with David Muir provides the latest information and analysis of major events from around the country and the world.",https://static.tvmaze.com/uploads/images/medium_portrait/606/1515438.jpg,2026-06-20T06:44:25+00:00
The Weeknight,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/84267/the-weeknight,"One-on-one conversations with politicians and newsmakers, and the breaking issues of the day.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549474.jpg,2026-06-20T06:44:25+00:00
Ring of Honor Wrestling,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/25153/ring-of-honor-wrestling,Hard-hitting pro-wrestling action from the stars of ROH.,https://static.tvmaze.com/uploads/images/medium_portrait/498/1245484.jpg,2026-06-20T06:44:25+00:00
Rob Schmitt Tonight,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76960/rob-schmitt-tonight,"Rob Schmitt Tonight locks in all the late-breaking stories that matter to you, and delivers the up-to-the-minute news you need to hear before turning in.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298268.jpg,2026-06-20T06:44:25+00:00
Elizabeth Vargas Reports,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76989/elizabeth-vargas-reports,In-depth coverage of the biggest news stories of the day; NewsNation's home for exclusive and enterprise reporting; hosted live by Elizabeth Vargas.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297804.jpg,2026-06-20T06:44:25+00:00
ABC Prime with Linsey Davis,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76215/abc-prime-with-linsey-davis,"Providing prime-time context and analysis of the day's top stories, as well as in-depth reporting and storytelling from around the country and the globe.",https://static.tvmaze.com/uploads/images/medium_portrait/514/1286702.jpg,2026-06-20T06:44:25+00:00
Surviving Earth,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/62800/surviving-earth,"Surviving Earth will take an incredible journey into prehistory to learn the lessons from past mass extinctions. Adopting cutting-edge digital technology, each episode transports the viewer back to meet the bizarre and amazing creatures and breathtaking landscapes of a vibrant lost world. Audiences will witness how life finds a way to survive on a planet where meteors fall, super volcanoes erupt, seas boil and the land moves. From the creators of ""Walking with Dinosaurs"" and ""Primeval,"" these are the stories of the survivors, fighters and lucky ones that shaped the world we live in.",https://static.tvmaze.com/uploads/images/medium_portrait/623/1557887.jpg,2026-06-20T06:44:25+00:00
After the First 48,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/5310/after-the-first-48,"After the First 48 revisits some of the most powerful cases originally featured on the First 48 and features exclusive interviews with detectives, prosecutors, defense attorneys, and families of victims. After the First 48 takes viewers through the dramatic and emotional inside story; from the investigation, to the murder trial itself, the verdict and beyond.",https://static.tvmaze.com/uploads/images/medium_portrait/542/1356508.jpg,2026-06-20T06:44:25+00:00
All In with Chris Hayes,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9311/all-in-with-chris-hayes,"On All In with Chris Hayes , Chris Hayes delivers impactful stories that don't always make the front page. Drawing from his background as a reporter, Hayes goes on the road to uncover the truth by knocking on doors, digging deeper and speaking with people representing all points of view.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549470.jpg,2026-06-20T06:44:25+00:00
Scrabble,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/74685/scrabble,"Scrabble is a captivating, fast-paced take on the global board-game phenomenon. In each episode, wordsmiths battle it out playing a series of addictive, word-based games to win points and add words to a giant SCRABBLE board in the center of the set.",https://static.tvmaze.com/uploads/images/medium_portrait/611/1528322.jpg,2026-06-20T06:44:25+00:00
Finnerty,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/80161/finnerty,"Finnerty will look to cut through the noise to bring unfiltered truth, sharp debates, and a focus on the most pressing issues facing America today while standing up for American values.",https://static.tvmaze.com/uploads/images/medium_portrait/539/1348455.jpg,2026-06-20T06:44:25+00:00
Cuomo,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/64703/cuomo,"Chris Cuomo hosts CUOMO , a no-nonsense show featuring the day's most important news from all perspectives. CUOMO airs weeknights at 8 p.m./7C on NewsNation.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1297793.jpg,2026-06-20T06:44:25+00:00
Jersey Shore: Family Vacation,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/35144/jersey-shore-family-vacation,"The cast of Jersey Shore swore they would always do a vacation together. Now, five years, five kids, three marriages, and who knows how many GTL sessions later, the gang is back together and on vacation in a swanky house in Miami Beach.",https://static.tvmaze.com/uploads/images/medium_portrait/622/1555645.jpg,2026-06-20T06:44:25+00:00
Anderson Cooper 360°,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9070/anderson-cooper-360,"Anderson Cooper 360° (commonly shortened to either AC-360 or 360) is a television news show on CNN, hosted by the American journalist Anderson Cooper. The program covers a number of news stories of the day, usually through live or taped reports from the network's correspondents. The coverage can also include analysis from experts on the issues, commonly featured in or after the taped reports.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536131.jpg,2026-06-20T06:44:25+00:00
Welcome to Wrexham,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/55536/welcome-to-wrexham,"In 2020, Rob McElhenney and Ryan Reynolds teamed up to purchase Wrexham AFC, Wales' oldest professional football club, in the hopes of turning the club into an underdog story the whole world could root for. The worry? Rob and Ryan have no experience in football or working with each other. That said, they are serious about their investment in Wrexham, improving the club and doing right by the townspeople.",https://static.tvmaze.com/uploads/images/medium_portrait/568/1420128.jpg,2026-06-20T06:44:25+00:00
Beat Bobby Flay,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/1145/beat-bobby-flay,"In order to Beat Bobby Flay , you have to get to him first. This new series is the ultimate throwdown-showdown... . Three culinary masters, each with their own signature dish, a dish that they'd stake their reputations on, travel to New York for the chance to challenge Bobby Flay to a head-to-head cook-off of their specialty. But first, these contenders must battle it out to see who has the culinary prowess to ultimately go one-on-one against Bobby on his own turf.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1483632.jpg,2026-06-20T06:44:25+00:00
TNA iMPACT!,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/1349/tna-impact,"TNA iMPACT! is 2 hours of fast paced, innovative, usually high flying, sometimes brutal pro-wrestling. Featuring a mix of stars you know and love and new, up and coming talent, it'll blow away the cobwebs and leave you wanting more.",https://static.tvmaze.com/uploads/images/medium_portrait/613/1533807.jpg,2026-06-20T06:44:25+00:00
Secrets Declassified with David Duchovny,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/83057/secrets-declassified-with-david-duchovny,"Secrets Declassified tells the incredible stories of government secrets that have only recently come to light. This series proves that secrets can be uncovered, and mysteries can still be unraveled."" Each episode will find Duchovny focusing on a different topic, speaking with different experts. Subjects include the real-life story behind Argo and the mystery of the Area 51 conspiracy. Mulder would approve. From black ops and bizarre experiments to deadly cover-ups and nefarious gadgets, David Duchovny pulls the curtain back on all the government secrets in modern history we always suspected, but were never given the answers to. Through the strange and shocking things countries the world over ? and those who work for them ? have done in the name of national interest, we?ll investigate the explosive evidence from newly declassified files that will finally shine a new light on what?s really going on deep in the shadows.",https://static.tvmaze.com/uploads/images/medium_portrait/626/1565724.jpg,2026-06-20T06:44:25+00:00
The Briefing with Jen Psaki,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/84271/the-briefing-with-jen-psaki,"Based in Washington, D.C., The Briefing with Jen Psaki will pull from Psaki's decades-long experiences on campaign buses, in the Oval Office, at the State Department, and in the briefing room to dissect the most important stories of the day. Every day the show will aim to help viewers better understand the happenings in Washington and around the country, how it impacts their communities, and what leaders are doing to stand up for the people they represent.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536152.jpg,2026-06-20T06:44:25+00:00
Trivial Pursuit,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/70960/trivial-pursuit,"The all-time classic trivia game Trivial Pursuit is reimagined in a question-packed entertainment format. Gameplay takes place on a giant version of the iconic Trivial Pursuit game board, as contestants battle it out over a range of play-along question categories to win wedges and beat each other to the center. The victor then takes on a dramatic finale against the clock to claim the big money jackpot.",https://static.tvmaze.com/uploads/images/medium_portrait/536/1341517.jpg,2026-06-20T06:44:25+00:00
Greg Kelly Reports,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76962/greg-kelly-reports,"The hardest-hitting stories from coast to coast: We take you from the Beltway to the Rust Belt and beyond — never forgetting we're here to enlighten, expose, inform, and spotlight the stories that matter to you.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298269.jpg,2026-06-20T06:44:25+00:00
On Balance with Leland Vittert,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76990/on-balance-with-leland-vittert,The day's hottest subjects.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297791.jpg,2026-06-20T06:44:25+00:00
Love Island,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/42289/love-island,"U.S. version of the British show Love Island where a group of singles come to stay in a villa for a few weeks and have to couple up with one another – those who fail to find a partner to couple up with risk being dumped from the island. Islanders are on the lookout for romance, but the road to love doesn't always run smoothly. Challenges abound with new Islander arrivals and dramatic twists as friendships and relationships form. In addition to choosing their partners wisely, Islanders must also win the hearts of viewers who have the opportunity to shape events on screen and ultimately crown one lucky couple the winner, who will then have the chance to walk away with both love and the cash prize.",https://static.tvmaze.com/uploads/images/medium_portrait/627/1568693.jpg,2026-06-20T06:44:25+00:00
Mysteries of Ancient Medicine,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/91697/mysteries-of-ancient-medicine,"Strange, ingenious, and terrifying healing traditions from the ancient world; combining archaeology, forensics, and stylized reconstructions, it explores topics like toxic remedies, pirate cures, early acupuncture, and Roman battlefield surgeries.",https://static.tvmaze.com/uploads/images/medium_portrait/623/1559880.jpg,2026-06-20T06:44:25+00:00
Interrogation Raw,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/62144/interrogation-raw,Interrogation Raw tells the stories of dramatic murders and other serious crimes through the prism of the gripping interrogations of the accused.,https://static.tvmaze.com/uploads/images/medium_portrait/549/1372960.jpg,2026-06-20T06:44:25+00:00
Watch What Happens Live,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/2836/watch-what-happens-live,"Watch What Happens Live is an interactive series hosted by Bravo programming executive Andy Cohen, Bravo's Senior Vice President of Original Programming and Development, is best known to viewers as the host of the network's often explosive Watch What Happen s reunion specials. Watch What Happens originally debuted as a live online show on www.bravotv.com. Watch What Happens welcomes guests from some of the cable network's most popular series, as well as other entertainment stars, to chat about pop culture and celebrities in the news!",https://static.tvmaze.com/uploads/images/medium_portrait/593/1484372.jpg,2026-06-20T06:44:25+00:00
Killer Investigations,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/87104/killer-investigations,"Detectives chase down leads, prosecutors go head-to-head with defense attorneys, and juries wrestle with life-or-death decisions.",https://static.tvmaze.com/uploads/images/medium_portrait/594/1487322.jpg,2026-06-20T06:44:25+00:00
Ancient Aliens,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/675/ancient-aliens,"Ancient Aliens explores the controversial theory that extraterrestrials have visited Earth for millions of years. From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode in this hit History series gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate. Did intelligent beings from outer space visit Earth thousands of years ago?",https://static.tvmaze.com/uploads/images/medium_portrait/561/1403626.jpg,2026-06-20T06:44:25+00:00
The Last Word with Lawrence O'Donnell,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/9312/the-last-word-with-lawrence-odonnell,"Drawing upon his experience as a former chief of staff on the Senate Finance Committee and as an Emmy-winning executive producer and writer of The West Wing, O'Donnell gives the last word and rewrites the most compelling stories of the day on The Last Word with Lawrence O'Donnell .",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549332.jpg,2026-06-20T06:44:25+00:00
Chris Plante: The Right Squad,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/76964/chris-plante-the-right-squad,"Chris Plante and his ""THE RIGHT SQUAD"" are the most interesting, informative and funny group of talking heads in the world! It's a big claim. But it's true!",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298281.jpg,2026-06-20T06:44:25+00:00
Katie Pavlich Tonight,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/90157/katie-pavlich-tonight,Katie Pavlich Tonight offers a conservative take on the day's events while welcoming all viewpoints. The goal: cutting through left-right bias in pursuit of plain facts and honest analysis.,https://static.tvmaze.com/uploads/images/medium_portrait/611/1529530.jpg,2026-06-20T06:44:25+00:00
SEC Now,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/8661/sec-now,"The flagship news and information program of the SEC Network -- ESPN's 24/7 multiplatform sports network devoted to the Southeastern Conference -- is SEC Now , broadcast weekdays from the network's studios in Charlotte, N.C. Hosted by Dari Nowkhah, the show includes a mix of sports coverage, in-depth features, insider access, and exclusive interviews with the movers and shakers of the conference's 14 teams.",https://static.tvmaze.com/uploads/images/medium_portrait/30/77094.jpg,2026-06-20T06:44:25+00:00
The Daily Show,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/66198/the-daily-show,"Hosted by a rotating cast of comedy greats, The Daily Show remains the go-to source for provocative satire, insightful interviews and an award-winning team of correspondents and contributors.",https://static.tvmaze.com/uploads/images/medium_portrait/567/1419577.jpg,2026-06-20T06:44:25+00:00
The 11th Hour with Ali Velshi,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/61605/the-11th-hour-with-ali-velshi,"Ali Velshi delivers sharp, data-driven analysis of the day's biggest stories.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549476.jpg,2026-06-20T06:44:25+00:00
Jesse Weber Live,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/90158/jesse-weber-live,"A fresh, fast-paced, and often unexpected take on the day's headlines, diving into the biggest stories through the lens of an expert in legal affairs.",https://static.tvmaze.com/uploads/images/medium_portrait/611/1529553.jpg,2026-06-20T06:44:25+00:00
Jimmy Kimmel Live,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/1388/jimmy-kimmel-live,"Jimmy Kimmel Live features a diverse lineup of guests that include celebrities, athletes, musical acts, comedians and human-interest subjects, along with comedy bits and a house band.",https://static.tvmaze.com/uploads/images/medium_portrait/565/1413031.jpg,2026-06-20T06:44:25+00:00
The Story Is with Elex Michaelson,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/87855/the-story-is-with-elex-michaelson,"The Story Is will feature live nightly panels and debates on set featuring a range of voices including attorneys Gloria Allred and Areva Martin, conservative talk radio hosts Larry Elder and Jennifer Horn, progressive podcast host Brian Tyler Cohen, former California GOP chair Jessica Millan Patterson and journalists Peter Hamby from Puck and POLITICO's Melanie Mason.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536142.jpg,2026-06-20T06:44:25+00:00
Late Night with Seth Meyers,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/363/late-night-with-seth-meyers,"Seth Meyers, who is Saturday Night Live's longest serving anchor on the show's wildly popular ""Weekend Update,"" takes over as host of NBC's Late Night — home to A-list celebrity guests, memorable comedy and the best in musical talent. As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to The Tonight Show.",https://static.tvmaze.com/uploads/images/medium_portrait/506/1265488.jpg,2026-06-20T06:44:25+00:00
The Source with Kaitlan Collins,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/69831/the-source-with-kaitlan-collins,"The Source with Kaitlan Collins - Kaitlan Collins chases the facts, asks the tough questions, and connects with her sources in primetime.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536138.jpg,2026-06-20T06:44:25+00:00
CNN NewsNight with Abby Phillip,series,2026-06-18,TVMaze US,https://www.tvmaze.com/shows/71645/cnn-newsnight-with-abby-phillip,"In CNN NewsNight with Abby Phillip , she delivers a thoughtful, sharp approach to the day's biggest stories.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536140.jpg,2026-06-20T06:44:25+00:00
Way Too Early,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/15308/way-too-early,The fast-paced program brings viewers everything they need to know to start their days--from news and politics to sports and pop culture.,https://static.tvmaze.com/uploads/images/medium_portrait/619/1549472.jpg,2026-06-20T06:44:24+00:00
FOX Weather First,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/86122/fox-weather-first,Waking up at 5 am to the first live national forecast of the day; all the latest weather news and everything one needs to prepare for the day ahead.,,2026-06-20T06:44:24+00:00
FOX & Friends First,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/9966/fox-friends-first,"Kicking off the day, FOX & Friends First delivers all the headlines viewers may have missed overnight, along with a preview of upcoming news events. Presented two hours before FOX & Friends, the first hour of the program is hosted by Todd Piro and Carley Shimkus",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536193.jpg,2026-06-20T06:44:24+00:00
Morning Joe,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/15309/morning-joe,"On Morning Joe , the hosts Joe Scarborough, Mika Brzezinski, and Willie Geist engage in dynamic discussion about political news and issues important to all Americans. Morning Joe attracts a variety of guests, including top newsmakers, politicians and cultural influencers.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549478.jpg,2026-06-20T06:44:24+00:00
Wake Up America Early,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/86410/wake-up-america-early,"Wake up to reliable reporting that delivers the essential facts you need to start your day informed, along with expert commentary and thoughtful analysis. Get an early look at the top stories shaping national and global conversations. Whether it's politics, business, culture, or breaking news, you'll be prepared for whatever the day brings.",,2026-06-20T06:44:24+00:00
Morning in America,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76534/morning-in-america,Morning in America is NewsNation's live national morning newscast hosted by Markie Martin.,https://static.tvmaze.com/uploads/images/medium_portrait/519/1297794.jpg,2026-06-20T06:44:24+00:00
Mornings with Maria,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/71565/mornings-with-maria,Veteran business journalist Maria Bartiromo brings her knowledge of the financial industry to this early show that features a roundtable of rotating industry experts alongside the host. Bartiromo and her guests discuss news stories -- domestic and international -- and other topics that are expected to impact the economy and markets that day. The show's intent is to give viewers a jump-start on making moves to get the most out of their investments.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536222.jpg,2026-06-20T06:44:24+00:00
FOX & Friends,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/9965/fox-friends,"FOX & Friends is a conservative American early-morning news and opinion talk show on the Fox News Channel. It begins at 6:00 a.m. Eastern Time with the latest Fox News Live headlines and news of the morning and continues with a variety of segments including current events, interviews, updates of news stories with correspondents, right-leaning analysis from the hosts, and entertainment segments.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536192.jpg,2026-06-20T06:44:24+00:00
Wake Up America,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/76913/wake-up-america,"Start your day and weekend with real news and analysis from Rob Finnerty, Michael Grimm & Sarah Williamson and team.",https://static.tvmaze.com/uploads/images/medium_portrait/522/1306601.jpg,2026-06-20T06:44:24+00:00
Good Morning America,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/8566/good-morning-america,"Good Morning America is a two-hour, live program anchored by Robin Roberts, George Stephanopoulos and Michael Strahan. Lara Spencer is the entertainmnt anchor, and Ginger Zee is the chief meteorologist.",https://static.tvmaze.com/uploads/images/medium_portrait/449/1122639.jpg,2026-06-20T06:44:24+00:00
Today,series,2026-06-17,TVMaze US,https://www.tvmaze.com/shows/9564/today,"Today is an American news and talk morning television show that airs on NBC. The program debuted on January 14, 1952. It was the first of its genre on American television and in the world, and is the fifth-longest-running American television series.",https://static.tvmaze.com/uploads/images/medium_portrait/564/1410938.jpg,2026-06-20T06:44:24+00:00
